org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
University of Ceará;NA;1951;Universidade Federal do Ceará;NA;640
Universidade Federal do Ceará;NA;3098;Universidade Federal do Ceará;NA;640
Federal University of Espírito Santo;NA;1044;Universidade Federal do Espírito Santo;NA;641
Federal University of Maranhão;NA;1090;Universidade Federal do Maranhão;NA;642
Federal University of the West of Pará;NA;919;Universidade Federal do Oeste do Pará;NA;643
Federal University of Pará;NA;1042;Universidade Federal do Pará;NA;644
Universidade Federal do Pará;Núcleo de Altos Estudos Amazônicos (NAEA);3095;Universidade Federal do Pará;NA;644
University of Paraná;Forestry;1738;Universidade Federal do Paraná;NA;645
University of Paraná;NA;1798;Universidade Federal do Paraná;NA;645
University of Paraná;Forestry Science;2356;Universidade Federal do Paraná;NA;645
Federal University of Rio de Janeiro;NA;629;Universidade Federal do Rio de Janeiro;NA;646
Federal university of Rio de Janeiro;NA;729;Universidade Federal do Rio de Janeiro;NA;646
Federal University of Rio de Janeiro;COPPE;1447;Universidade Federal do Rio de Janeiro;NA;646
UFRJ;COPPE, Environmental Sciences Laboratory, Energy Planning Program;1515;Universidade Federal do Rio de Janeiro;NA;646
Federal University of Rio de Janeiro;Transport Programme;1517;Universidade Federal do Rio de Janeiro;NA;646
Federal University of Rio de Janeiro;COPPE, International Virtual Institute on Climate Change;1545;Universidade Federal do Rio de Janeiro;NA;646
Federal University of Rio de Janeiro;COPPE, Energy Planning Program;1598;Universidade Federal do Rio de Janeiro;NA;646
Federal University of Rio de Janeiro;Project Development;1612;Universidade Federal do Rio de Janeiro;NA;646
UFRJ;COPPE;1631;Universidade Federal do Rio de Janeiro;NA;646
Federal University of Rio de Janeiro;COPPE, Transport Engineering;1646;Universidade Federal do Rio de Janeiro;NA;646
Federal University of Rio de Janeiro;Centro Clima;1678;Universidade Federal do Rio de Janeiro;NA;646
UFRJ;PET, COPPE;1682;Universidade Federal do Rio de Janeiro;NA;646
UFRJ;NA;1747;Universidade Federal do Rio de Janeiro;NA;646
UFRJ;COPPE, Centro Clima;1799;Universidade Federal do Rio de Janeiro;NA;646
UFRJ;COPPE, Centro Clima, Brazilian Monitor;1800;Universidade Federal do Rio de Janeiro;NA;646
UFRJ;COPPE, Centro Clima, Transportation Engineering;1801;Universidade Federal do Rio de Janeiro;NA;646
University of Rio de Janeiro;NA;1956;Universidade Federal do Rio de Janeiro;NA;646
UFRJ;Brazilian Forum for Climate Change;2006;Universidade Federal do Rio de Janeiro;NA;646
"UFRJ; University of São Paulo";NA;2007;Universidade Federal do Rio de Janeiro;NA;646
Environmental Interdisciplinary Laboratory, Rio de Janeiro;NA;2008;Universidade Federal do Rio de Janeiro;NA;646
Federal University of Rio de;NA;2153;Universidade Federal do Rio de Janeiro;NA;646
UFRJ;COPPE, Centro de Estudos Integrados sobre Meio Ambiente e Mudanças Climáticas;2292;Universidade Federal do Rio de Janeiro;NA;646
Federal University of Rio de Janeiro;Programa de Pós-Graduação em Ciências Sociais em Desenvolvimento, Agricultura e Sociedade;2415;Universidade Federal do Rio de Janeiro;NA;646
Universidade Federal do Rio de Janeiro;NA;3019;Universidade Federal do Rio de Janeiro;NA;646
Universidade Federal do Rio de Janeiro;Bio Bureau Biotecnologia (empresa);3157;Universidade Federal do Rio de Janeiro;NA;646
Rio Grande Federal University;Oceans Institute;648;Universidade Federal do Rio Grande;NA;647
University of Rio Grande do Sul Foundation;NA;746;Universidade Federal do Rio Grande;NA;647
State Centre for Census Research;NA;1176;Universidade Federal do Rio Grande do Sul;Centro Estadual de Pesquisa Em Sensoriamento Remoto;648
Federal University of Rio Grande do Sul;NA;1235;Universidade Federal do Rio Grande do Sul;NA;648
Universidade Federal do Rio Grande do Sul;Department of Sociology, Institute of Philosophy and Human Sciences;2335;Universidade Federal do Rio Grande do Sul;NA;648
Federal University of Fluminense;NA;1920;Universidade Federal Fluminense;NA;649
Universidade Federal Rural da Amazônia;Institute of Social Environmental and Water Resources/Sector of Agricultural Development in the Amazon;2340;Universidade Federal Rural da Amazônia;NA;650
UFRRJ;CPDA, Rural and Sociology;2349;Universidade Federal Rural do Rio de Janeiro;NA;651
Universidade Federal Rural do Rio de Janeiro;NA;3020;Universidade Federal Rural do Rio de Janeiro;NA;651
Salgado de Oliveira University;NA;1740;Universidade Salgado de Oliveira;NA;652
University of Salvador;NA;1634;Universidade Salvador;NA;653
University of Salvador;G-MUDE;1802;Universidade Salvador;NA;653
Moradia Popular National Union;NA;699;UNMP - União Nacional por Moradia Popular;NA;654
Valec;NA;1122;VALEC Engenharia, Construções e Ferrovias;NA;655
Vallourec & Mannesman (Brazil);Presidency for Environmental Affairs;1616;Vallourec & Mannesmann;NA;656
Valourec & Mannesmann Florestal;NA;1686;Vallourec & Mannesmann;NA;656
Valourec & Mannesmann Brazil;Environmental Affairs;1698;Vallourec & Mannesmann;NA;656
International Peasant Movement;Public Relations;991;Via Campesina;NA;657
Via Campesina;Confederation of Cooperatives of Land Reform in Brazil;2120;Via Campesina;NA;657
Via Campesina Brasil;NA;3043;Via Campesina;NA;657
Via Campesina;NA;3118;Via Campesina;NA;657
Vice-Presidency;Diplomatic Office;477;Vice-Presidência da República;NA;658
Vice-Presidency;International Relations;520;Vice-Presidência da República;NA;658
Vice-Presidency;NA;534;Vice-Presidência da República;NA;658
Vice-Presidency;Office of the Chief of Staff;553;Vice-Presidência da República;NA;658
Vice Presidency;NA;555;Vice-Presidência da República;NA;658
Vice-Presidency;Informatics;560;Vice-Presidência da República;NA;658
Vice-Presidency;Office for Press;562;Vice-Presidência da República;NA;658
Vice-Presidency;Office for Administration;563;Vice-Presidência da República;NA;658
Vice-Presidency;Office for Military Affairs;564;Vice-Presidência da República;NA;658
Vice-Presidency;Military Affairs;565;Vice-Presidência da República;NA;658
Vice-Presidency;Office for Parliamentary Affairs;567;Vice-Presidência da República;NA;658
Vice-President;NA;569;Vice-Presidência da República;NA;658
Vice-Presidency;Institutional Relations;581;Vice-Presidência da República;NA;658
Vice-Presidência da República;NA;2738;Vice-Presidência da República;NA;658
Vice-Presidência da República;Gabinete do vice-presidente;2819;Vice-Presidência da República;NA;658
Vice-Presidência da República;Subchefia Internacional;2827;Vice-Presidência da República;NA;658
Viração;NA;2251;Viração Educomunicação;NA;659
Viração Educomunicação;Youth;2252;Viração Educomunicação;NA;659
Viração Educomunicação;NA;2253;Viração Educomunicação;NA;659
Viração Educomunicação;Communication, Youth Press Agency;2363;Viração Educomunicação;NA;659
World Vision;NA;684;Visão Mundial Brasil;NA;660
Vitae Civilis Institute;NA;49;Vitae Civilis;NA;661
Vitar Civilis;NA;617;Vitae Civilis;NA;661
Vitae Civilis;NA;1429;Vitae Civilis;NA;661
Vitae Civilis;Environmental Policy;1749;Vitae Civilis;NA;661
Vitae Civilis;International Relations;1805;Vitae Civilis;NA;661
Vitae Civilis;Vitae Civilis;2024;Vitae Civilis;NA;661
Vitae Civilis;Climate Change and Governance;2025;Vitae Civilis;NA;661
Vitae Civilis;Labor and Climate Change;2026;Vitae Civilis;NA;661
Vitae Civilis;Green Economy;2027;Vitae Civilis;NA;661
Vitae Civilis;Public Policies;2269;Vitae Civilis;NA;661
Viva Rio;NA;1155;Viva Rio;NA;662
Volkswagen;Government Relations;610;Volkswagen;NA;663
Volkswagen;NA;1202;Volkswagen;NA;663
Votorantim Participacoes S.A.;NA;1862;Votorantim;NA;664
Votorantim Industrial;NA;2142;Votorantim;NA;664
Votorantim Industrial;NA;2142;Votorantim;NA;664
Votorantim Industrial;Sustainability;2174;Votorantim;NA;664
Reservas Votorantim;NA;3142;Votorantim;Reservas Votorantim;664
Votorantim Industrial;Gerência Global de Meio Ambiente;3154;Votorantim;NA;664
World Business Council for Sustainable Development;NA;1458;WBCSD - World Business Council for Sustainable Development;NA;665
World Business Council for Sustainable Development;Corporate Center/Quality and Environment, Sustainable Development;1473;WBCSD - World Business Council for Sustainable Development;NA;665
Whirlpool;NA;2071;Whirlpool SA;NA;666
Wirlpool A.S.;NA;2124;Whirlpool SA;NA;666
International Democratic Federation of Women;NA;988;WIDF - Women's International Democratic Federation;NA;667
Winrock International;Salvador University;1520;Winrock International;NA;668
Worldwatch Institute;Worldwatch Institute;1963;Worldwatch Institute;NA;669
Embarq;NA;959;WRI - World Resources Institute;EMBARQ - Programa de Transporte Sustentável;670
WWF;NA;1745;WWF;NA;671
WWF;NA;1745;WWF;NA;671
WWF;Public Policy;1748;WWF;NA;671
WWF;WWF, Change Officer, Climate Change;1806;WWF;NA;671
WWF;WWF, Policy Coordinator, Public Policy;1807;WWF;NA;671
WWF;Conservation;1870;WWF;NA;671
WWF;Climate Change;1871;WWF;NA;671
WWF - Brazil;NA;2152;WWF;NA;671
WWF - Brazil;NA;2152;WWF;NA;671
WWF - Brazil;Conservation;2178;WWF;NA;671
WWF - Brazil;Energy and Climate Changes Program;2189;WWF;NA;671
WWF - Brazil;Climate and Energy;2345;WWF;NA;671
WWF - Brazil;Superintendência de Conservação;3034;WWF;NA;671
Youth Blast;NA;924;Youth Blast - Conferência Internacional de Jovens para a Rio+20;NA;672
Associação dos Juízes Federais do Brasil;NA;2913;AJUFE - Associação dos Juízes Federais do Brasil;NA;673
Brasil Connects;NA;2935;Brasil Connects;NA;674
Cidade de Alto Paraíso - GO;Secretaria de Meio Ambiente;2962;Município de Alto Paraíso;NA;675
Cidade de Campos dos Goytacazes;NA;2956;Município de Campos dos Goytacazes;NA;676
"Comissão Interministerial para os Recursos do Mar (SECIRM); CIMA";NA;2830;CIRM - Comissão Interministerial para os Recursos do Mar;NA;677
Comitê Brasileiro do Programa das Nações Unidas para Meio Ambiente;NA;2941;Comitê Brasileiro do Programa das Nações Unidas para Meio Ambiente;NA;678
Confederação Nacional de Comércio;NA;2849;CNC - Confederação Nacional de Comércio;NA;679
Consultoria-Geral da República;NA;2758;CGR - Consultoria-Geral da República;NA;680
CREA;Piauí;2944;CREA-PI;NA;681
DNEMET - Departamento Nacional de Meteorologia;NA;2837;DNEMET - Departamento Nacional de Meteorologia;NA;682
Ecco Internacional Salvador;NA;2936;Ecco International;NA;683
Ecco Internacional Salvador;Jurídico;2937;Ecco International;NA;683
Estado de Sergipe;NA;2780;Estado de Sergipe;NA;684
Estado do Mato Grosso do Sul;NA;2784;Estado de Mato Grosso do Sul;NA;685
Exército do Brasil;Estado-Maior do Exército;2802;Exército do Brasil;NA;686
Exército do Brasil;NA;2811;Exército do Brasil;NA;686
Federação das Indústrias do Estado de Santa Catarina;Câmara de Qualidade Ambiental;2918;FIESC - Federação das Indústrias do Estado de Santa Catarina;NA;687
Federação das Indústrias do Estado do Espírito Santo;NA;2920;FINDES - Federação das Indústrias do Estado do Espírito Santo;NA;688
Força Aérea Brasileira;Estado-Maior da Aeronáutica;2803;Força Aérea Brasileira;NA;689
Fórum Intergovernamental de Segurança Química;NA;2875;IFCS - Intergovernmental Forum on Chemical Safety;NA;690
Fundação Araripe;NA;2934;Fundação para o Desenvolvimento Sustentável do Araripe;NA;691
Fundação Dom Cabral;Desenvolvimento de Executivos e Empresas;2924;Fundação Dom Cabral;NA;692
Instituto Ambiental Biosfera;NA;2966;Instituto Global Biosfera;NA;693
Instituto Ambiental Vidágua;NA;2938;Instituto Ambiental Vidágua;NA;694
Instituto Brasileiro de Mineração;NA;2921;IBRAM - Instituto Brasileiro de Mineração;NA;695
Instituto de Pesquisa, Ação e Mobilização;NA;2940;Instituto de Pesquisa, Ação e Mobilização;NA;696
Ministério da Ação Social;NA;2748;Ministério da Ação Social;NA;697
Ministério da Ação Social;Secretaria Nacional de Saneamento;2810;Ministério da Ação Social;NA;697
Ministério da Aeronáutica;NA;2746;Ministério da Aeronáutica;NA;698
Ministério da Economia, Fazenda e Planejamento;NA;2743;Ministério da Economia, Fazenda e Planejamento;NA;699
Ministério da Economia, Fazenda e Planejamento;Secretaria Nacional de Planejamento;2805;Ministério da Economia, Fazenda e Planejamento;NA;699
Ministério da Economia, Fazenda e Planejamento;Secretaria Nacional de Economia;2806;Ministério da Economia, Fazenda e Planejamento;NA;699
Ministério da Economia, Fazenda e Planejamento;Departamento de Assuntos Internacionais, Secretaria Nacional de Planejamento;2817;Ministério da Economia, Fazenda e Planejamento;NA;699
Ministério da Economia, Fazenda e Planejamento;Gabinete do ministro;2821;Ministério da Economia, Fazenda e Planejamento;NA;699
Ministério da Economia, Fazenda e Planejamento;"Secretaria da Fazenda Nacional; Departamento da Receita Federal";2829;Ministério da Economia, Fazenda e Planejamento;NA;699
Ministério da Infra-Estrutura;Secretaria Nacional de Energia;2807;Ministério da Infra-Estrutura;NA;700
Ministério da Infra-Estrutura;Secretaria Nacional de Minas e Metalurgia;2808;Ministério da Infra-Estrutura;NA;700
Ministério da Marinha;NA;2741;Ministério da Marinha;NA;701
Ministério da Marinha;NA;2741;Ministério da Marinha;NA;701
Ministério do Exército;NA;2742;Ministério do Exército;NA;702
Projeto Cala-Boca já Morreu;NA;2939;Projeto Cala-Boca Já Morreu;NA;703
Rádio Eldorado;NA;2964;Rádio Eldorado;NA;704
Secretaria de Cultura da Presidência;NA;2759;Secretaria de Cultura da Presidência;NA;705
Secretaria de Desenvolvimento Regional da Presidência;NA;2754;Secretaria de Desenvolvimento Regional da Presidência;NA;706
Secretaria de Desportos da Presidência;NA;2761;Secretaria de Desportos da Presidência;NA;707
Secretaria de Governo da Presidência;NA;2753;Secretaria de Governo da Presidência;NA;708
ABBI - Associação Brasileira de Biotecnologia Industrial;NA;3105;ABBI - Associação Brasileira de Biotecnologia Industrial;NA;709
Associação Brasileira de Sementes e Mudas (ABRASEM);NA;3060;ABRASEM - Associação Brasileira de Sementes e Mudas;NA;710
AgroBio;NA;3152;AGROBIO - Associação das Empresas de Biotecnologia na Agricultura e Agroindústria;NA;711
Amyris Brasil S.A.;NA;3025;Amyris Brasil S.A.;NA;712
