"";"org_sujo";"org_detalhe_sujo";"id_org_dupla";"org_limpo";"org_detalhe_limpo";"id_org_unica"
"2415";"State of Rio de Janeiro";"Public Ministry (Prosecultors Office) of the State of Rio de Janeiro";1190;"Estado do Rio de Janeiro";NA;245
"2416";"State of Rio de Janeiro";"Undersecretariat for Green Economy of the State Secretariat";1226;"Estado do Rio de Janeiro";NA;245
"2417";"State of Rio de Janeiro";"Secretariat for Environment, Superintendency for Green Economy";1246;"Estado do Rio de Janeiro";NA;245
"2418";"State of Rio de Janeiro";"Undersecretariat of Environment";1446;"Estado do Rio de Janeiro";NA;245
"2419";"State of Rio de Janeiro";"Secretariat for Environment and Sustainable Development";1465;"Estado do Rio de Janeiro";NA;245
"2420";"State of Rio de Janeiro";"Secretariat of Economic Development";1676;"Estado do Rio de Janeiro";NA;245
"2421";"State of Rio de Janeiro";"CDM, State Secretariat of Science and Technology";1736;"Estado do Rio de Janeiro";NA;245
"2422";"State of Rio de Janeiro";"Secretariat of Science and Technology";1874;"Estado do Rio de Janeiro";NA;245
"2423";"State of Rio de Janeiro";"Environment";1915;"Estado do Rio de Janeiro";NA;245
"2424";"State of Rio de Janeiro";"State Assembly";1984;"Estado do Rio de Janeiro";NA;245
"2425";"State of Rio de Janeiro";"General Procuracy of Rio de Janeiro";2228;"Estado do Rio de Janeiro";NA;245
"2426";"State of Rio de Janeiro";"Procuradoria Geral do Estado, Environmental and Real State Department";2351;"Estado do Rio de Janeiro";NA;245
"2427";"State of Rio de Janeiro";"State Attorney General Office, General Procuracy of the State";2454;"Estado do Rio de Janeiro";NA;245
"2428";"State of Rio de Janeiro";"Agriculture and Livestock";2469;"Estado do Rio de Janeiro";NA;245
"2429";"State of Rio de Janeiro";"Sustainable Development, Secretariat for Agriculture and Livestock";2514;"Estado do Rio de Janeiro";NA;245
"2430";"State of Rio de Janeiro";"Secretariat for Green Economy and Climate Change";2515;"Estado do Rio de Janeiro";NA;245
"2431";"State of Rio de Janeiro";"International Relations";2521;"Estado do Rio de Janeiro";NA;245
"2432";"State of Rio de Janeiro";"Environmental Department";2531;"Estado do Rio de Janeiro";NA;245
"2433";"State of Rio Grande do";"Environment and Sustainable Development";2474;"Estado do Rio Grande do Sul";NA;247
"2434";"State of Rio Grande do";NA;2553;"Estado do Mato Grosso";NA;241
"2435";"State of Rio Grande do Norte";NA;2712;"Estado do Rio Grande do Norte";NA;246
"2436";"State of Rio Grande do Sul";"Office of the Chief of Staff";468;"Estado do Rio Grande do Sul";NA;247
"2437";"State of Rio Grande do Sul";"Secretariat for Planning, Management, and Government";499;"Estado do Rio Grande do Sul";NA;247
"2438";"State of Rio Grande do Sul";"State Prosecutor General";740;"Estado do Rio Grande do Sul";NA;247
"2439";"State of Rio Grande do Sul";NA;809;"Estado do Rio Grande do Sul";NA;247
"2440";"State of Rio Grande do Sul";"State Secretariat for Environment";811;"Estado do Rio Grande do Sul";NA;247
"2441";"State of Rio Grande do Sul";"Secretariat for Planning, Management and Citizen";817;"Estado do Rio Grande do Sul";NA;247
"2442";"State of Rio Grande do Sul";"State Legislative Assembly";1261;"Estado do Rio Grande do Sul";NA;247
"2443";"State of Rio Grande do Sul";"Assembleia Legislativa";2332;"Estado do Rio Grande do Sul";NA;247
"2444";"State of Rio Grande do Sul";"Assembleia Legislativa do Rio Grande do Sul, Commission of MERCOSUR and International Affairs";2336;"Estado do Rio Grande do Sul";NA;247
"2445";"State of Rio Grande do Sul";"Assembleia Legislativa, Comissão de Economia e Desenvolvimento Sustentável";2427;"Estado do Rio Grande do Sul";NA;247
"2446";"State of Rio Grande do Sul";"Legislative Chamber";2584;"Estado do Rio Grande do Sul";NA;247
"2447";"State of Rio Grande do Sul";"Environment and Sustainable Development";2585;"Estado do Rio Grande do Sul";NA;247
"2448";"State of Rio Grande do Sul";"State Assembly";2609;"Estado do Rio Grande do Sul";NA;247
"2449";"State of Rio Grande do Sul";"Water Resources and Management Department";2662;"Estado do Rio Grande do Sul";NA;247
"2450";"State of Rondonia";NA;1906;"Estado de Rondônia";NA;229
"2451";"State of Rondônia";"Environmental Development";2480;"Estado de Rondônia";NA;229
"2452";"State of Rondônia";"Civil Household";2601;"Estado de Rondônia";NA;229
"2453";"State of Rondônia";"Secretary for Environmental Development";2718;"Estado de Rondônia";NA;229
"2454";"State of Roraima";"Institute for the Advancement of Science and Technology";709;"Estado de Roraima";NA;230
"2455";"State of Roraima";NA;787;"Estado de Roraima";NA;230
"2456";"State of Roraima";"State Legislative Assembly";788;"Estado de Roraima";NA;230
"2457";"State of Roraima";"Secretariat for Planning and Development";833;"Estado de Roraima";NA;230
"2458";"State of Roraima";"Foundation for the Environment and Water Resources";960;"Estado de Roraima";NA;230
"2459";"State of Roraima";"Integrated Management Support";1084;"Estado de Roraima";NA;230
"2460";"State of Roraima";"Secretariat for Human Promotion";1197;"Estado de Roraima";NA;230
"2461";"State of Roraima";"Planning and Economic Development";2482;"Estado de Roraima";NA;230
"2462";"State of Roraima";"Water and Resources Foundation";2529;"Estado de Roraima";NA;230
"2463";"State of Roraima";"Secretary of Agriculture, Livestock and Food Supply";2720;"Estado de Roraima";NA;230
"2464";"State of Roraima";"Foundation of Environment and Water Resources";2722;"Estado de Roraima";NA;230
"2465";"State of Santa Catarina";"Environment Foundation of the State of Santa Catarina (FATMA)";77;"Estado de Santa Catarina";NA;231
"2466";"State of Santa Catarina";"Secretariat for International Affairs";408;"Estado de Santa Catarina";NA;231
"2467";"State of Santa Catarina";NA;425;"Estado de Santa Catarina";NA;231
"2468";"State of Santa Catarina";"Projects Coordination";723;"Estado de Santa Catarina";NA;231
"2469";"State of Santa Catarina";"Climate change";783;"Estado de Santa Catarina";NA;231
"2470";"State of Santa Catarina";"Sanitation and Environment";961;"Estado de Santa Catarina";NA;231
"2471";"State of Santa Catarina";"Environment Foundation";1075;"Estado de Santa Catarina";NA;231
"2472";"State of Santa Catarina";"Secretariat for Sustainable Economic Development";1129;"Estado de Santa Catarina";NA;231
"2473";"State of Santa Catarina";"Santa Catarina Environment Foundation";1675;"Estado de Santa Catarina";NA;231
"2474";"State of Santa Catarina";"Foundation of the Environment of Santa Catarina";1936;"Estado de Santa Catarina";NA;231
"2475";"State of Santa Catarina";"Global Climate Change";1991;"Estado de Santa Catarina";NA;231
"2476";"State of Santa Catarina";"CODESC";1993;"Estado de Santa Catarina";NA;231
"2477";"State of Santa Catarina";"Secretariat of Sustainable Economic Development";1996;"Estado de Santa Catarina";NA;231
"2478";"State of Sao Paulo";"Forum on Climate Change and Biodiversity of the State of Sao Paulo";69;"Estado de São Paulo";NA;232
"2479";"State of Sao Paulo";"Secretariat for Environment";1422;"Estado de São Paulo";NA;232
"2480";"State of Sao Paulo";"Secretariat for the Environment";1645;"Estado de São Paulo";NA;232
"2481";"State of Sao Paulo";NA;1908;"Estado de São Paulo";NA;232
"2482";"State of Sao Paulo";"Environment";1909;"Estado de São Paulo";NA;232
"2483";"State of Sao Paulo";"Agriculture";1910;"Estado de São Paulo";NA;232
"2484";"State of São Paulo";"Forum on Climate Change and Biodiversity of the State of Sao Paulo";105;"Estado de São Paulo";NA;232
"2485";"State of São Paulo";"Agency for Environmental Sanitation the State of São Paulo";348;"Estado de São Paulo";NA;232
"2486";"State of São Paulo";"International Events Coordination";554;"Estado de São Paulo";NA;232
"2487";"State of São Paulo";"Secretary of Environment";556;"Estado de São Paulo";NA;232
"2488";"State of São Paulo";"Press";557;"Estado de São Paulo";NA;232
"2489";"State of São Paulo";"Secretariat for Metropolitan Development";558;"Estado de São Paulo";NA;232
"2490";"State of São Paulo";NA;559;"Estado de São Paulo";NA;232
"2491";"State of São Paulo";"Secretariat for Energy";561;"Estado de São Paulo";NA;232
"2492";"State of São Paulo";"Secretariat for Agricultura and Supply";566;"Estado de São Paulo";NA;232
"2493";"State of São Paulo";"International Affairs";568;"Estado de São Paulo";NA;232
"2494";"State of São Paulo";"Secretariat for Environment";570;"Estado de São Paulo";NA;232
"2495";"State of São Paulo";"Ceasgesp, Related to Water Supply";1134;"Estado de São Paulo";NA;232
"2496";"State of São Paulo";"Secretariat for Environment; Parlamento Latinoamericano";1435;"Estado de São Paulo";NA;232
"2497";"State of São Paulo";"Secretariat of Environment";1671;"Estado de São Paulo";NA;232
"2498";"State of São Paulo";"Department of Environment";1673;"Estado de São Paulo";NA;232
"2499";"State of São Paulo";"Environment, Division of Global Affairs";1674;"Estado de São Paulo";NA;232
"2500";"State of São Paulo";"Forum on Global Climate Change and Biodiversity of São Paulo";1691;"Estado de São Paulo";NA;232
"2501";"State of São Paulo";"Department of the Environment";1731;"Estado de São Paulo";NA;232
"2502";"State of São Paulo";"Environment, Division of Global Issues, Coordination of Mogrem";1735;"Estado de São Paulo";NA;232
"2503";"State of São Paulo";"Environmental Agency";1784;"Estado de São Paulo";NA;232
"2504";"State of São Paulo";"Forum for Climate Change of the State of São Paulo";1911;"Estado de São Paulo";NA;232
"2505";"State of São Paulo";"Sao Paulo's Agency for Agribusiness Technology";1923;"Estado de São Paulo";NA;232
"2506";"State of São Paulo";"Environment";1959;"Estado de São Paulo";NA;232
"2507";"State of São Paulo";"Secretaria do Meio Ambiente Ambiente, Climate Change";2188;"Estado de São Paulo";NA;232
"2508";"State of São Paulo";"Secretariat of the Environment";2257;"Estado de São Paulo";NA;232
"2509";"State of São Paulo";"Environmental Agency, Climate Change Division";2290;"Estado de São Paulo";NA;232
"2510";"State of São Paulo";"Gabinet Office, Secretariat of Environment";2378;"Estado de São Paulo";NA;232
"2511";"State of São Paulo";"State of Secretary for the Environment";2471;"Estado de São Paulo";NA;232
"2512";"State of São Paulo";"Secretariat of the Environment, International Advisor";2523;"Estado de São Paulo";NA;232
"2513";"State of São Paulo";"Forestry Foundation";2524;"Estado de São Paulo";NA;232
"2514";"State of São Paulo";"Environmental Agency, Gabinet Office";2539;"Estado de São Paulo";NA;232
"2515";"State of São Paulo";"International Affairs Office, Secretariat of the Environment";2656;"Estado de São Paulo";NA;232
"2516";"State of São Paulo";"Climate Change Office, Secretariat of the Environment";2657;"Estado de São Paulo";NA;232
"2517";"State of São Paulo";"Secretariat of Agriculture and Food Supply";2699;"Estado de São Paulo";NA;232
"2518";"State of São Paulo";"State Basic Sanitation Company";2701;"Estado de São Paulo";NA;232
"2519";"State of São Paulo";"Secretary of External Affairs";2702;"Estado de São Paulo";NA;232
"2520";"State of São Paulo";"Environmental Company";2704;"Estado de São Paulo";NA;232
"2521";"State of São Paulo";"Water and Energy Company";2705;"Estado de São Paulo";NA;232
"2522";"State of São Paulo";"Environmental Company, President's Office";2707;"Estado de São Paulo";NA;232
"2523";"State of Tocantins";"Secretariat for Agriculture, Livestock and Agrarian Development";851;"Estado de Tocantins";NA;234
"2524";"State of Tocantins";"Secretariat for Institutional Relations";904;"Estado de Tocantins";NA;234
"2525";"State of Tocantins";"Secretariat for Culture; Cultural Foundation";916;"Estado de Tocantins";NA;234
"2526";"State of Tocantins";"Environment and Forests";1033;"Estado de Tocantins";NA;234
"2527";"State of Tocantins";"Secretariat for Industry and Trade";1128;"Estado de Tocantins";NA;234
"2528";"State of Tocantins";"State of Tocantins Procurator";1561;"Estado de Tocantins";NA;234
"2529";"State of Tocantins";"Prosecutor of the State";1601;"Estado de Tocantins";NA;234
"2530";"State of Tocantins";NA;1618;"Estado de Tocantins";NA;234
"2531";"State of Tocantins";"Public Attorney";1904;"Estado de Tocantins";NA;234
"2532";"State of Tocantins";"Secretaria de Meio Ambiente";2366;"Estado de Tocantins";NA;234
"2533";"State of Tocantins";"Diretoria de Fomento e Energia, Secretaria de Estado do Meio Ambiente e Desenvolvimento Sustentável";2389;"Estado de Tocantins";NA;234
"2534";"State of Tocantins";"Communication";2481;"Estado de Tocantins";NA;234
"2535";"State of Tocantins";"Environmental Management Instruments, Secretariat of Environment and Water Resources";2518;"Estado de Tocantins";NA;234
"2536";"State of Tocantins";"State Assembly";2607;"Estado de Tocantins";NA;234
"2537";"State of Tocantins";"Environment and Water Resources";2719;"Estado de Tocantins";NA;234
"2538";"State Office of the Chief of Staff";NA;1010;"Estado do Acre";"Casa Civil";235
"2539";"State University of Campinas";NA;741;"Universidade Estadual de Campinas";NA;621
"2540";"State University of Feira de Santana";NA;957;"Universidade Estadual de Feira de Santana";NA;622
"2541";"State University of Londrina";"Department of Physiological Sciences";219;"Universidade Estadual de Londrina";NA;623
"2542";"State University of Londrina";NA;989;"Universidade Estadual de Londrina";NA;623
"2543";"State University of São Paulo";NA;873;"Universidade Estadual Paulista";NA;626
"2544";"Steering Committee for the 4th IMO GHG Study";"Brazil";2728;"Steering Committee for the 4th IMO GHG Study";NA;583
"2545";"Strategic Studies Center";"Coordination for Green Economy";1006;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"2546";"Strategic Studies Center";NA;1012;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"2547";"Strategic Studies Centre";NA;433;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"2548";"Strategic Study Center";NA;1027;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"2549";"SUDAM";NA;290;"SUDAM - Superintendência do Desenvolvimento da Amazônia";NA;586
"2550";"Sugar Cane Technology Centre";NA;852;"CTC - Centro de Tecnologia Canavieira";NA;184
"2551";"Superintendence for the Development of the Amazon Region";NA;480;"SUDAM - Superintendência do Desenvolvimento da Amazônia";NA;586
"2552";"Superintendence for the Development of the Amazon Region";"Funds Management and Investments Incentives";493;"SUDAM - Superintendência do Desenvolvimento da Amazônia";NA;586
"2553";"Superintendence for the Development of the Center-West Region";NA;516;"SUDECO - Superintendência de Desenvolvimento do Centro-Oeste";NA;587
"2554";"Superintendence for the Development of the Centre-West Region";NA;504;"SUDECO - Superintendência de Desenvolvimento do Centro-Oeste";NA;587
"2555";"Superintendence for the Development of the Northeast Region";"Territorial Development";521;"SUDENE - Superintendência de Desenvolvimento do Nordeste";NA;588
